robot_id,event,data
robot2,OBSTACLE_RECEIVED,"{""robot_id"": ""robot2"", ""event"": ""OBSTACLE_RECEIVED"", ""from"": ""robot3"", ""position"": [10.403156272591943, 7.685660570627781], ""mode"": ""coordinated""}"
robot1,OBSTACLE_RECEIVED,"{""robot_id"": ""robot1"", ""event"": ""OBSTACLE_RECEIVED"", ""from"": ""robot3"", ""position"": [10.403156272591943, 7.685660570627781], ""mode"": ""coordinated""}"
robot2,OBSTACLE_RECEIVED,"{""robot_id"": ""robot2"", ""event"": ""OBSTACLE_RECEIVED"", ""from"": ""robot1"", ""position"": [11.092398532916429, 5.929681097310586], ""mode"": ""coordinated""}"
robot3,OBSTACLE_RECEIVED,"{""robot_id"": ""robot3"", ""event"": ""OBSTACLE_RECEIVED"", ""from"": ""robot1"", ""position"": [11.092398532916429, 5.929681097310586], ""mode"": ""coordinated""}"
robot2,0,"{""robot_id"": ""robot2"", ""waypoint_idx"": 0, ""send_time"": 24.596, ""reach_time"": 58.31, ""duration"": 33.714, ""mode"": ""coordinated"", ""status"": 4}"
robot3,OBSTACLE_RECEIVED,"{""robot_id"": ""robot3"", ""event"": ""OBSTACLE_RECEIVED"", ""from"": ""robot1"", ""position"": [10.177807315285962, 12.757659137884668], ""mode"": ""coordinated""}"
robot2,OBSTACLE_RECEIVED,"{""robot_id"": ""robot2"", ""event"": ""OBSTACLE_RECEIVED"", ""from"": ""robot1"", ""position"": [10.177807315285962, 12.757659137884668], ""mode"": ""coordinated""}"
robot3,OBSTACLE_RECEIVED,"{""robot_id"": ""robot3"", ""event"": ""OBSTACLE_RECEIVED"", ""from"": ""robot2"", ""position"": [11.015517702064935, 10.18262229125729], ""mode"": ""coordinated""}"
robot1,OBSTACLE_RECEIVED,"{""robot_id"": ""robot1"", ""event"": ""OBSTACLE_RECEIVED"", ""from"": ""robot2"", ""position"": [11.015517702064935, 10.18262229125729], ""mode"": ""coordinated""}"
robot3,OBSTACLE_RECEIVED,"{""robot_id"": ""robot3"", ""event"": ""OBSTACLE_RECEIVED"", ""from"": ""robot2"", ""position"": [11.222139698137548, 10.67547683599873], ""mode"": ""coordinated""}"
robot1,OBSTACLE_RECEIVED,"{""robot_id"": ""robot1"", ""event"": ""OBSTACLE_RECEIVED"", ""from"": ""robot2"", ""position"": [11.222139698137548, 10.67547683599873], ""mode"": ""coordinated""}"
robot3,CONFLICT_YIELD,"{""robot_id"": ""robot3"", ""event"": ""CONFLICT_YIELD"", ""peer"": ""robot2"", ""position"": [9.90630126455875, 5.899993221461671], ""mode"": ""coordinated""}"
robot3,OBSTACLE_RECEIVED,"{""robot_id"": ""robot3"", ""event"": ""OBSTACLE_RECEIVED"", ""from"": ""robot1"", ""position"": [10.320781449276687, 12.24310580846565], ""mode"": ""coordinated""}"
robot2,OBSTACLE_RECEIVED,"{""robot_id"": ""robot2"", ""event"": ""OBSTACLE_RECEIVED"", ""from"": ""robot1"", ""position"": [10.320781449276687, 12.24310580846565], ""mode"": ""coordinated""}"
robot3,CONFLICT_YIELD,"{""robot_id"": ""robot3"", ""event"": ""CONFLICT_YIELD"", ""peer"": ""robot2"", ""position"": [9.90630126455875, 5.899993221461671], ""mode"": ""coordinated""}"
robot3,CONFLICT_YIELD,"{""robot_id"": ""robot3"", ""event"": ""CONFLICT_YIELD"", ""peer"": ""robot2"", ""position"": [9.93281417388937, 5.984397214418607], ""mode"": ""coordinated""}"
robot3,OBSTACLE_RECEIVED,"{""robot_id"": ""robot3"", ""event"": ""OBSTACLE_RECEIVED"", ""from"": ""robot2"", ""position"": [11.448594112601878, 11.19620529596239], ""mode"": ""coordinated""}"
robot1,OBSTACLE_RECEIVED,"{""robot_id"": ""robot1"", ""event"": ""OBSTACLE_RECEIVED"", ""from"": ""robot2"", ""position"": [11.448594112601878, 11.19620529596239], ""mode"": ""coordinated""}"
robot3,CONFLICT_YIELD,"{""robot_id"": ""robot3"", ""event"": ""CONFLICT_YIELD"", ""peer"": ""robot2"", ""position"": [9.93281417388937, 5.984397214418607], ""mode"": ""coordinated""}"
robot3,OBSTACLE_RECEIVED,"{""robot_id"": ""robot3"", ""event"": ""OBSTACLE_RECEIVED"", ""from"": ""robot1"", ""position"": [10.282347899052558, 11.73974787922376], ""mode"": ""coordinated""}"
robot2,OBSTACLE_RECEIVED,"{""robot_id"": ""robot2"", ""event"": ""OBSTACLE_RECEIVED"", ""from"": ""robot1"", ""position"": [10.282347899052558, 11.73974787922376], ""mode"": ""coordinated""}"
robot3,CONFLICT_YIELD,"{""robot_id"": ""robot3"", ""event"": ""CONFLICT_YIELD"", ""peer"": ""robot2"", ""position"": [9.985302883167606, 5.988979810312088], ""mode"": ""coordinated""}"
robot3,CONFLICT_YIELD,"{""robot_id"": ""robot3"", ""event"": ""CONFLICT_YIELD"", ""peer"": ""robot2"", ""position"": [9.985302883167606, 5.988979810312088], ""mode"": ""coordinated""}"
robot1,OBSTACLE_RECEIVED,"{""robot_id"": ""robot1"", ""event"": ""OBSTACLE_RECEIVED"", ""from"": ""robot2"", ""position"": [11.636622907441348, 11.687951473847551], ""mode"": ""coordinated""}"
robot3,OBSTACLE_RECEIVED,"{""robot_id"": ""robot3"", ""event"": ""OBSTACLE_RECEIVED"", ""from"": ""robot2"", ""position"": [11.636622907441348, 11.687951473847551], ""mode"": ""coordinated""}"
robot3,OBSTACLE_RECEIVED,"{""robot_id"": ""robot3"", ""event"": ""OBSTACLE_RECEIVED"", ""from"": ""robot1"", ""position"": [10.226820671221395, 11.201433715350216], ""mode"": ""coordinated""}"
robot2,OBSTACLE_RECEIVED,"{""robot_id"": ""robot2"", ""event"": ""OBSTACLE_RECEIVED"", ""from"": ""robot1"", ""position"": [10.226820671221395, 11.201433715350216], ""mode"": ""coordinated""}"
robot3,CONFLICT_YIELD,"{""robot_id"": ""robot3"", ""event"": ""CONFLICT_YIELD"", ""peer"": ""robot2"", ""position"": [9.986466365850958, 5.989026349619422], ""mode"": ""coordinated""}"
robot3,CONFLICT_YIELD,"{""robot_id"": ""robot3"", ""event"": ""CONFLICT_YIELD"", ""peer"": ""robot2"", ""position"": [9.986466365850958, 5.989026349619422], ""mode"": ""coordinated""}"
robot3,CONFLICT_YIELD,"{""robot_id"": ""robot3"", ""event"": ""CONFLICT_YIELD"", ""peer"": ""robot2"", ""position"": [10.117972715466806, 5.993411725661332], ""mode"": ""coordinated""}"
robot3,OBSTACLE_RECEIVED,"{""robot_id"": ""robot3"", ""event"": ""OBSTACLE_RECEIVED"", ""from"": ""robot2"", ""position"": [11.844260837944638, 12.176193931503708], ""mode"": ""coordinated""}"
robot1,OBSTACLE_RECEIVED,"{""robot_id"": ""robot1"", ""event"": ""OBSTACLE_RECEIVED"", ""from"": ""robot2"", ""position"": [11.844260837944638, 12.176193931503708], ""mode"": ""coordinated""}"
robot3,OBSTACLE_RECEIVED,"{""robot_id"": ""robot3"", ""event"": ""OBSTACLE_RECEIVED"", ""from"": ""robot1"", ""position"": [10.238478010383067, 10.630872045753376], ""mode"": ""coordinated""}"
robot2,OBSTACLE_RECEIVED,"{""robot_id"": ""robot2"", ""event"": ""OBSTACLE_RECEIVED"", ""from"": ""robot1"", ""position"": [10.238478010383067, 10.630872045753376], ""mode"": ""coordinated""}"
robot3,CONFLICT_YIELD,"{""robot_id"": ""robot3"", ""event"": ""CONFLICT_YIELD"", ""peer"": ""robot2"", ""position"": [10.117972715466806, 5.993411725661332], ""mode"": ""coordinated""}"
robot3,CONFLICT_YIELD,"{""robot_id"": ""robot3"", ""event"": ""CONFLICT_YIELD"", ""peer"": ""robot2"", ""position"": [10.105256040472625, 6.082809157413379], ""mode"": ""coordinated""}"
robot3,CONFLICT_YIELD,"{""robot_id"": ""robot3"", ""event"": ""CONFLICT_YIELD"", ""peer"": ""robot2"", ""position"": [10.105256040472625, 6.082809157413379], ""mode"": ""coordinated""}"
robot3,CONFLICT_YIELD,"{""robot_id"": ""robot3"", ""event"": ""CONFLICT_YIELD"", ""peer"": ""robot2"", ""position"": [10.013185268836992, 6.080361266141551], ""mode"": ""coordinated""}"
robot3,CONFLICT_YIELD,"{""robot_id"": ""robot3"", ""event"": ""CONFLICT_YIELD"", ""peer"": ""robot2"", ""position"": [10.162849577707789, 6.090298934136314], ""mode"": ""coordinated""}"
robot3,CONFLICT_YIELD,"{""robot_id"": ""robot3"", ""event"": ""CONFLICT_YIELD"", ""peer"": ""robot2"", ""position"": [10.037699276770638, 6.082379241025137], ""mode"": ""coordinated""}"
robot3,CONFLICT_YIELD,"{""robot_id"": ""robot3"", ""event"": ""CONFLICT_YIELD"", ""peer"": ""robot2"", ""position"": [10.18741546552502, 6.091521926097897], ""mode"": ""coordinated""}"
robot3,CONFLICT_YIELD,"{""robot_id"": ""robot3"", ""event"": ""CONFLICT_YIELD"", ""peer"": ""robot2"", ""position"": [10.197720488871937, 6.091968627154358], ""mode"": ""coordinated""}"
robot3,CONFLICT_YIELD,"{""robot_id"": ""robot3"", ""event"": ""CONFLICT_YIELD"", ""peer"": ""robot2"", ""position"": [10.197720488871937, 6.091968627154358], ""mode"": ""coordinated""}"
robot1,OBSTACLE_RECEIVED,"{""robot_id"": ""robot1"", ""event"": ""OBSTACLE_RECEIVED"", ""from"": ""robot3"", ""position"": [10.19952475304352, 8.821083831252556], ""mode"": ""coordinated""}"
robot2,OBSTACLE_RECEIVED,"{""robot_id"": ""robot2"", ""event"": ""OBSTACLE_RECEIVED"", ""from"": ""robot3"", ""position"": [10.19952475304352, 8.821083831252556], ""mode"": ""coordinated""}"
robot3,CONFLICT_YIELD,"{""robot_id"": ""robot3"", ""event"": ""CONFLICT_YIELD"", ""peer"": ""robot2"", ""position"": [10.204342040484278, 6.095246215093823], ""mode"": ""coordinated""}"
robot3,CONFLICT_YIELD,"{""robot_id"": ""robot3"", ""event"": ""CONFLICT_YIELD"", ""peer"": ""robot2"", ""position"": [10.204342040484278, 6.095246215093823], ""mode"": ""coordinated""}"
robot3,CONFLICT_YIELD,"{""robot_id"": ""robot3"", ""event"": ""CONFLICT_YIELD"", ""peer"": ""robot2"", ""position"": [10.204342040484278, 6.095246215093823], ""mode"": ""coordinated""}"
robot2,OBSTACLE_RECEIVED,"{""robot_id"": ""robot2"", ""event"": ""OBSTACLE_RECEIVED"", ""from"": ""robot3"", ""position"": [10.21102291633296, 8.212226134915928], ""mode"": ""coordinated""}"
robot1,OBSTACLE_RECEIVED,"{""robot_id"": ""robot1"", ""event"": ""OBSTACLE_RECEIVED"", ""from"": ""robot3"", ""position"": [10.21102291633296, 8.212226134915928], ""mode"": ""coordinated""}"
robot3,CONFLICT_YIELD,"{""robot_id"": ""robot3"", ""event"": ""CONFLICT_YIELD"", ""peer"": ""robot2"", ""position"": [10.204342040484278, 6.095246215093823], ""mode"": ""coordinated""}"
robot1,OBSTACLE_RECEIVED,"{""robot_id"": ""robot1"", ""event"": ""OBSTACLE_RECEIVED"", ""from"": ""robot2"", ""position"": [10.617313326817506, 6.222118920237221], ""mode"": ""coordinated""}"
robot3,OBSTACLE_RECEIVED,"{""robot_id"": ""robot3"", ""event"": ""OBSTACLE_RECEIVED"", ""from"": ""robot2"", ""position"": [10.617313326817506, 6.222118920237221], ""mode"": ""coordinated""}"
robot3,CONFLICT_YIELD,"{""robot_id"": ""robot3"", ""event"": ""CONFLICT_YIELD"", ""peer"": ""robot2"", ""position"": [10.204342040484278, 6.095246215093823], ""mode"": ""coordinated""}"
robot3,CONFLICT_YIELD,"{""robot_id"": ""robot3"", ""event"": ""CONFLICT_YIELD"", ""peer"": ""robot2"", ""position"": [10.400000154972076, 6.200000092387199], ""mode"": ""coordinated""}"
robot1,OBSTACLE_RECEIVED,"{""robot_id"": ""robot1"", ""event"": ""OBSTACLE_RECEIVED"", ""from"": ""robot3"", ""position"": [10.213251275842747, 7.6888277019560585], ""mode"": ""coordinated""}"
robot2,OBSTACLE_RECEIVED,"{""robot_id"": ""robot2"", ""event"": ""OBSTACLE_RECEIVED"", ""from"": ""robot3"", ""position"": [10.213251275842747, 7.6888277019560585], ""mode"": ""coordinated""}"
robot3,CONFLICT_YIELD,"{""robot_id"": ""robot3"", ""event"": ""CONFLICT_YIELD"", ""peer"": ""robot2"", ""position"": [10.400000154972076, 6.200000092387199], ""mode"": ""coordinated""}"
robot3,CONFLICT_YIELD,"{""robot_id"": ""robot3"", ""event"": ""CONFLICT_YIELD"", ""peer"": ""robot2"", ""position"": [10.30000015348196, 6.200000092387199], ""mode"": ""coordinated""}"
robot1,OBSTACLE_RECEIVED,"{""robot_id"": ""robot1"", ""event"": ""OBSTACLE_RECEIVED"", ""from"": ""robot2"", ""position"": [10.577566677015374, 6.219316871089471], ""mode"": ""coordinated""}"
robot3,OBSTACLE_RECEIVED,"{""robot_id"": ""robot3"", ""event"": ""OBSTACLE_RECEIVED"", ""from"": ""robot2"", ""position"": [10.577566677015374, 6.219316871089471], ""mode"": ""coordinated""}"
robot3,CONFLICT_YIELD,"{""robot_id"": ""robot3"", ""event"": ""CONFLICT_YIELD"", ""peer"": ""robot2"", ""position"": [10.30000015348196, 6.200000092387199], ""mode"": ""coordinated""}"
robot1,OBSTACLE_RECEIVED,"{""robot_id"": ""robot1"", ""event"": ""OBSTACLE_RECEIVED"", ""from"": ""robot3"", ""position"": [10.14983467733517, 7.178554518399068], ""mode"": ""coordinated""}"
robot2,OBSTACLE_RECEIVED,"{""robot_id"": ""robot2"", ""event"": ""OBSTACLE_RECEIVED"", ""from"": ""robot3"", ""position"": [10.14983467733517, 7.178554518399068], ""mode"": ""coordinated""}"
robot3,CONFLICT_YIELD,"{""robot_id"": ""robot3"", ""event"": ""CONFLICT_YIELD"", ""peer"": ""robot2"", ""position"": [10.30000015348196, 6.200000092387199], ""mode"": ""coordinated""}"
robot3,CONFLICT_YIELD,"{""robot_id"": ""robot3"", ""event"": ""CONFLICT_YIELD"", ""peer"": ""robot2"", ""position"": [10.30000015348196, 6.200000092387199], ""mode"": ""coordinated""}"
robot2,OBSTACLE_RECEIVED,"{""robot_id"": ""robot2"", ""event"": ""OBSTACLE_RECEIVED"", ""from"": ""robot3"", ""position"": [10.013885736935578, 6.690034154711464], ""mode"": ""coordinated""}"
robot1,OBSTACLE_RECEIVED,"{""robot_id"": ""robot1"", ""event"": ""OBSTACLE_RECEIVED"", ""from"": ""robot3"", ""position"": [10.013885736935578, 6.690034154711464], ""mode"": ""coordinated""}"
robot3,CONFLICT_YIELD,"{""robot_id"": ""robot3"", ""event"": ""CONFLICT_YIELD"", ""peer"": ""robot2"", ""position"": [10.30000015348196, 6.200000092387199], ""mode"": ""coordinated""}"
robot1,OBSTACLE_RECEIVED,"{""robot_id"": ""robot1"", ""event"": ""OBSTACLE_RECEIVED"", ""from"": ""robot2"", ""position"": [10.41719977776572, 6.174064621012901], ""mode"": ""coordinated""}"
robot3,OBSTACLE_RECEIVED,"{""robot_id"": ""robot3"", ""event"": ""OBSTACLE_RECEIVED"", ""from"": ""robot2"", ""position"": [10.41719977776572, 6.174064621012901], ""mode"": ""coordinated""}"
robot3,CONFLICT_YIELD,"{""robot_id"": ""robot3"", ""event"": ""CONFLICT_YIELD"", ""peer"": ""robot2"", ""position"": [10.30000015348196, 6.200000092387199], ""mode"": ""coordinated""}"
robot3,CONFLICT_YIELD,"{""robot_id"": ""robot3"", ""event"": ""CONFLICT_YIELD"", ""peer"": ""robot2"", ""position"": [10.200000151991844, 6.200000092387199], ""mode"": ""coordinated""}"
robot2,OBSTACLE_RECEIVED,"{""robot_id"": ""robot2"", ""event"": ""OBSTACLE_RECEIVED"", ""from"": ""robot3"", ""position"": [9.84070007069133, 6.193545150635408], ""mode"": ""coordinated""}"
robot1,OBSTACLE_RECEIVED,"{""robot_id"": ""robot1"", ""event"": ""OBSTACLE_RECEIVED"", ""from"": ""robot3"", ""position"": [9.84070007069133, 6.193545150635408], ""mode"": ""coordinated""}"
robot3,CONFLICT_YIELD,"{""robot_id"": ""robot3"", ""event"": ""CONFLICT_YIELD"", ""peer"": ""robot2"", ""position"": [10.200000151991844, 6.200000092387199], ""mode"": ""coordinated""}"
robot3,CONFLICT_YIELD,"{""robot_id"": ""robot3"", ""event"": ""CONFLICT_YIELD"", ""peer"": ""robot2"", ""position"": [10.200000151991844, 6.200000092387199], ""mode"": ""coordinated""}"
robot1,0,"{""robot_id"": ""robot1"", ""waypoint_idx"": 0, ""send_time"": 18.726, ""reach_time"": 77.098, ""duration"": 58.372, ""mode"": ""coordinated"", ""status"": 4}"
robot1,OBSTACLE_RECEIVED,"{""robot_id"": ""robot1"", ""event"": ""OBSTACLE_RECEIVED"", ""from"": ""robot2"", ""position"": [10.325474992729731, 6.167134810892617], ""mode"": ""coordinated""}"
robot3,OBSTACLE_RECEIVED,"{""robot_id"": ""robot3"", ""event"": ""OBSTACLE_RECEIVED"", ""from"": ""robot2"", ""position"": [10.325474992729731, 6.167134810892617], ""mode"": ""coordinated""}"
robot3,CONFLICT_YIELD,"{""robot_id"": ""robot3"", ""event"": ""CONFLICT_YIELD"", ""peer"": ""robot2"", ""position"": [10.200000151991844, 6.200000092387199], ""mode"": ""coordinated""}"
robot2,OBSTACLE_RECEIVED,"{""robot_id"": ""robot2"", ""event"": ""OBSTACLE_RECEIVED"", ""from"": ""robot3"", ""position"": [9.769709739204089, 5.6972351407183535], ""mode"": ""coordinated""}"
robot1,OBSTACLE_RECEIVED,"{""robot_id"": ""robot1"", ""event"": ""OBSTACLE_RECEIVED"", ""from"": ""robot3"", ""position"": [9.769709739204089, 5.6972351407183535], ""mode"": ""coordinated""}"
robot3,CONFLICT_YIELD,"{""robot_id"": ""robot3"", ""event"": ""CONFLICT_YIELD"", ""peer"": ""robot2"", ""position"": [10.100000150501728, 6.200000092387199], ""mode"": ""coordinated""}"
robot3,CONFLICT_YIELD,"{""robot_id"": ""robot3"", ""event"": ""CONFLICT_YIELD"", ""peer"": ""robot2"", ""position"": [10.100000150501728, 6.200000092387199], ""mode"": ""coordinated""}"
robot1,OBSTACLE_RECEIVED,"{""robot_id"": ""robot1"", ""event"": ""OBSTACLE_RECEIVED"", ""from"": ""robot3"", ""position"": [9.73752011049276, 5.196513221368213], ""mode"": ""coordinated""}"
robot2,OBSTACLE_RECEIVED,"{""robot_id"": ""robot2"", ""event"": ""OBSTACLE_RECEIVED"", ""from"": ""robot3"", ""position"": [9.73752011049276, 5.196513221368213], ""mode"": ""coordinated""}"
robot3,OBSTACLE_RECEIVED,"{""robot_id"": ""robot3"", ""event"": ""OBSTACLE_RECEIVED"", ""from"": ""robot2"", ""position"": [10.32265241348703, 6.247301729634723], ""mode"": ""coordinated""}"
robot1,OBSTACLE_RECEIVED,"{""robot_id"": ""robot1"", ""event"": ""OBSTACLE_RECEIVED"", ""from"": ""robot2"", ""position"": [10.32265241348703, 6.247301729634723], ""mode"": ""coordinated""}"
robot2,OBSTACLE_RECEIVED,"{""robot_id"": ""robot2"", ""event"": ""OBSTACLE_RECEIVED"", ""from"": ""robot3"", ""position"": [9.739804966000824, 4.688916628767817], ""mode"": ""coordinated""}"
robot1,OBSTACLE_RECEIVED,"{""robot_id"": ""robot1"", ""event"": ""OBSTACLE_RECEIVED"", ""from"": ""robot3"", ""position"": [9.739804966000824, 4.688916628767817], ""mode"": ""coordinated""}"
robot3,OBSTACLE_RECEIVED,"{""robot_id"": ""robot3"", ""event"": ""OBSTACLE_RECEIVED"", ""from"": ""robot2"", ""position"": [10.327265093503877, 6.2214394952232235], ""mode"": ""coordinated""}"
robot1,OBSTACLE_RECEIVED,"{""robot_id"": ""robot1"", ""event"": ""OBSTACLE_RECEIVED"", ""from"": ""robot2"", ""position"": [10.327265093503877, 6.2214394952232235], ""mode"": ""coordinated""}"
robot2,OBSTACLE_RECEIVED,"{""robot_id"": ""robot2"", ""event"": ""OBSTACLE_RECEIVED"", ""from"": ""robot3"", ""position"": [9.74489966683839, 4.1387212916262515], ""mode"": ""coordinated""}"
robot1,OBSTACLE_RECEIVED,"{""robot_id"": ""robot1"", ""event"": ""OBSTACLE_RECEIVED"", ""from"": ""robot3"", ""position"": [9.74489966683839, 4.1387212916262515], ""mode"": ""coordinated""}"
robot2,1,"{""robot_id"": ""robot2"", ""waypoint_idx"": 1, ""send_time"": 58.31, ""reach_time"": 89.85, ""duration"": 31.54, ""mode"": ""coordinated"", ""status"": 4}"
robot2,ALL_DONE,"{""robot_id"": ""robot2"", ""event"": ""ALL_DONE"", ""total_time"": 69.85, ""mode"": ""coordinated""}"
robot3,CONFLICT_YIELD,"{""robot_id"": ""robot3"", ""event"": ""CONFLICT_YIELD"", ""peer"": ""robot1"", ""position"": [9.165623610699527, 5.953420346281234], ""mode"": ""coordinated""}"
robot3,CONFLICT_YIELD,"{""robot_id"": ""robot3"", ""event"": ""CONFLICT_YIELD"", ""peer"": ""robot1"", ""position"": [9.332431169337497, 6.042242903146786], ""mode"": ""coordinated""}"
robot3,CONFLICT_YIELD,"{""robot_id"": ""robot3"", ""event"": ""CONFLICT_YIELD"", ""peer"": ""robot1"", ""position"": [9.332431169337497, 6.042242903146786], ""mode"": ""coordinated""}"
robot3,CONFLICT_YIELD,"{""robot_id"": ""robot3"", ""event"": ""CONFLICT_YIELD"", ""peer"": ""robot1"", ""position"": [9.332431169337497, 6.042242903146786], ""mode"": ""coordinated""}"
robot3,CONFLICT_YIELD,"{""robot_id"": ""robot3"", ""event"": ""CONFLICT_YIELD"", ""peer"": ""robot1"", ""position"": [9.457840869692575, 6.122105498941323], ""mode"": ""coordinated""}"
robot3,CONFLICT_YIELD,"{""robot_id"": ""robot3"", ""event"": ""CONFLICT_YIELD"", ""peer"": ""robot1"", ""position"": [9.428024432480697, 6.095723815198596], ""mode"": ""coordinated""}"
robot3,CONFLICT_YIELD,"{""robot_id"": ""robot3"", ""event"": ""CONFLICT_YIELD"", ""peer"": ""robot1"", ""position"": [9.428024432480697, 6.095723815198596], ""mode"": ""coordinated""}"
robot3,CONFLICT_YIELD,"{""robot_id"": ""robot3"", ""event"": ""CONFLICT_YIELD"", ""peer"": ""robot1"", ""position"": [9.457840869692575, 6.122105498941323], ""mode"": ""coordinated""}"
robot3,CONFLICT_YIELD,"{""robot_id"": ""robot3"", ""event"": ""CONFLICT_YIELD"", ""peer"": ""robot1"", ""position"": [9.457840869692575, 6.122105498941323], ""mode"": ""coordinated""}"
robot3,CONFLICT_YIELD,"{""robot_id"": ""robot3"", ""event"": ""CONFLICT_YIELD"", ""peer"": ""robot1"", ""position"": [9.537000416770582, 6.199146363126431], ""mode"": ""coordinated""}"
robot3,CONFLICT_YIELD,"{""robot_id"": ""robot3"", ""event"": ""CONFLICT_YIELD"", ""peer"": ""robot1"", ""position"": [9.537000416770582, 6.199146363126431], ""mode"": ""coordinated""}"
robot3,CONFLICT_YIELD,"{""robot_id"": ""robot3"", ""event"": ""CONFLICT_YIELD"", ""peer"": ""robot1"", ""position"": [9.56219038906977, 6.22790536624052], ""mode"": ""coordinated""}"
robot1,OBSTACLE_RECEIVED,"{""robot_id"": ""robot1"", ""event"": ""OBSTACLE_RECEIVED"", ""from"": ""robot3"", ""position"": [10.458764283518242, 8.687944409096593], ""mode"": ""coordinated""}"
robot2,OBSTACLE_RECEIVED,"{""robot_id"": ""robot2"", ""event"": ""OBSTACLE_RECEIVED"", ""from"": ""robot3"", ""position"": [10.458764283518242, 8.687944409096593], ""mode"": ""coordinated""}"
robot2,OBSTACLE_RECEIVED,"{""robot_id"": ""robot2"", ""event"": ""OBSTACLE_RECEIVED"", ""from"": ""robot1"", ""position"": [9.870159048965187, 6.501907224379157], ""mode"": ""coordinated""}"
robot3,OBSTACLE_RECEIVED,"{""robot_id"": ""robot3"", ""event"": ""OBSTACLE_RECEIVED"", ""from"": ""robot1"", ""position"": [9.870159048965187, 6.501907224379157], ""mode"": ""coordinated""}"
robot2,OBSTACLE_RECEIVED,"{""robot_id"": ""robot2"", ""event"": ""OBSTACLE_RECEIVED"", ""from"": ""robot3"", ""position"": [10.37604689092855, 8.065471237748916], ""mode"": ""coordinated""}"
robot1,OBSTACLE_RECEIVED,"{""robot_id"": ""robot1"", ""event"": ""OBSTACLE_RECEIVED"", ""from"": ""robot3"", ""position"": [10.37604689092855, 8.065471237748916], ""mode"": ""coordinated""}"
robot3,OBSTACLE_RECEIVED,"{""robot_id"": ""robot3"", ""event"": ""OBSTACLE_RECEIVED"", ""from"": ""robot1"", ""position"": [9.901005475468603, 6.441162408629476], ""mode"": ""coordinated""}"
robot2,OBSTACLE_RECEIVED,"{""robot_id"": ""robot2"", ""event"": ""OBSTACLE_RECEIVED"", ""from"": ""robot1"", ""position"": [9.901005475468603, 6.441162408629476], ""mode"": ""coordinated""}"
robot1,OBSTACLE_RECEIVED,"{""robot_id"": ""robot1"", ""event"": ""OBSTACLE_RECEIVED"", ""from"": ""robot3"", ""position"": [10.340159415961292, 7.543709745374058], ""mode"": ""coordinated""}"
robot2,OBSTACLE_RECEIVED,"{""robot_id"": ""robot2"", ""event"": ""OBSTACLE_RECEIVED"", ""from"": ""robot3"", ""position"": [10.340159415961292, 7.543709745374058], ""mode"": ""coordinated""}"
robot2,OBSTACLE_RECEIVED,"{""robot_id"": ""robot2"", ""event"": ""OBSTACLE_RECEIVED"", ""from"": ""robot3"", ""position"": [10.366766247040026, 7.0023666569536], ""mode"": ""coordinated""}"
robot1,OBSTACLE_RECEIVED,"{""robot_id"": ""robot1"", ""event"": ""OBSTACLE_RECEIVED"", ""from"": ""robot3"", ""position"": [10.366766247040026, 7.0023666569536], ""mode"": ""coordinated""}"
robot3,OBSTACLE_RECEIVED,"{""robot_id"": ""robot3"", ""event"": ""OBSTACLE_RECEIVED"", ""from"": ""robot1"", ""position"": [9.904844484285045, 6.440720238320047], ""mode"": ""coordinated""}"
robot2,OBSTACLE_RECEIVED,"{""robot_id"": ""robot2"", ""event"": ""OBSTACLE_RECEIVED"", ""from"": ""robot1"", ""position"": [9.904844484285045, 6.440720238320047], ""mode"": ""coordinated""}"
robot1,OBSTACLE_RECEIVED,"{""robot_id"": ""robot1"", ""event"": ""OBSTACLE_RECEIVED"", ""from"": ""robot3"", ""position"": [10.33914628723424, 6.484682949076906], ""mode"": ""coordinated""}"
robot2,OBSTACLE_RECEIVED,"{""robot_id"": ""robot2"", ""event"": ""OBSTACLE_RECEIVED"", ""from"": ""robot3"", ""position"": [10.33914628723424, 6.484682949076906], ""mode"": ""coordinated""}"
robot3,OBSTACLE_RECEIVED,"{""robot_id"": ""robot3"", ""event"": ""OBSTACLE_RECEIVED"", ""from"": ""robot1"", ""position"": [9.829129185100184, 6.3903152238564465], ""mode"": ""coordinated""}"
robot2,OBSTACLE_RECEIVED,"{""robot_id"": ""robot2"", ""event"": ""OBSTACLE_RECEIVED"", ""from"": ""robot1"", ""position"": [9.829129185100184, 6.3903152238564465], ""mode"": ""coordinated""}"
robot2,OBSTACLE_RECEIVED,"{""robot_id"": ""robot2"", ""event"": ""OBSTACLE_RECEIVED"", ""from"": ""robot3"", ""position"": [10.15829806336769, 6.005881526782407], ""mode"": ""coordinated""}"
robot1,OBSTACLE_RECEIVED,"{""robot_id"": ""robot1"", ""event"": ""OBSTACLE_RECEIVED"", ""from"": ""robot3"", ""position"": [10.15829806336769, 6.005881526782407], ""mode"": ""coordinated""}"
robot2,OBSTACLE_RECEIVED,"{""robot_id"": ""robot2"", ""event"": ""OBSTACLE_RECEIVED"", ""from"": ""robot3"", ""position"": [9.85166835659683, 5.606853993736923], ""mode"": ""coordinated""}"
robot1,OBSTACLE_RECEIVED,"{""robot_id"": ""robot1"", ""event"": ""OBSTACLE_RECEIVED"", ""from"": ""robot3"", ""position"": [9.85166835659683, 5.606853993736923], ""mode"": ""coordinated""}"
